id,x,y
378,26477,127974
379,26479,127841
380,26483,127978
381,26484,127850
382,26486,127909
383,26494,127993
384,26495,127850
385,26499,127887
386,26500,127852
387,26500,127984
388,26508,127876
389,26513,127900
390,26516,128009
391,26517,128050
392,26524,128032
393,26526,127925
394,26528,127929
395,26534,128034
396,26534,128084
397,26534,127944
398,26540,127951
399,26540,127961
400,26541,128092
401,26542,127969
402,26547,128032
403,26550,128034
404,26550,128051
405,26550,128117
406,26555,128033
407,26555,128044
408,26558,128066
409,26567,128050
410,26567,128117
411,26567,128134
412,26570,127984
413,26577,127985
414,26580,127237
415,26584,127225
416,26584,127234
417,26584,128100
418,26584,128134
419,26584,128150
420,26584,127987
421,26592,127983
422,26596,127969
423,26600,127967
424,26600,128117
425,26600,128150
426,26603,127951
427,26607,127934
428,26609,128003
429,26610,127977
430,26611,127929
431,26617,127954
432,26617,127900
433,26617,128034
434,26617,128184
435,26617,128217
436,26619,128000
437,26619,128014
438,26622,127965
439,26627,128028
440,26630,127889
441,26630,128015
442,26632,128005
443,26632,128213
444,26634,127867
445,26634,127884
446,26634,127967
447,26634,128150
448,26634,128167
449,26634,128234
450,26635,128067
451,26647,127867
452,26650,127884
453,26650,127900
454,26650,127917
455,26650,127934
456,26650,128117
457,26650,128200
458,26650,128250
459,26650,142150
460,26651,127947
461,26652,128029
462,26654,127967
463,26655,127931
464,26655,127895
465,26655,127895
466,26657,128006
467,26658,127984
468,26658,128010
469,26658,128095
470,26664,127897
471,26667,127979
472,26667,127984
473,26667,128100
474,26667,128117
475,26667,128134
476,26667,128267
477,26668,128022
478,26670,128003
479,26672,127891
480,26675,127988
481,26677,128020
482,26678,127892
483,26679,127997
484,26681,127919
485,26682,127901
486,26682,127975
487,26683,127978
488,26683,127998
489,26684,127884
490,26684,127917
491,26684,127967
492,26684,128100
493,26684,128117
494,26684,128150
495,26684,127907
496,26693,127969
497,26694,127895
498,26697,127944
499,26697,127937
500,26700,127914
501,26700,127897
502,26700,127934
503,26700,127960
504,26700,128117
505,26700,128134
506,26700,128150
507,26700,128167
508,26700,128267
509,26700,128284
510,26701,127948
511,26701,128016
512,26702,127929
513,26704,127882
514,26709,127804
515,26713,127807
516,26713,127813
517,26715,127799
518,26717,127763
519,26717,127816
520,26717,128167
521,26717,128184
522,26717,128284
523,26717,142117
524,26718,127810
525,26719,127798
526,26732,127777
527,26734,127750
528,26734,128167
529,26734,128184
530,26734,128317
531,26750,128184
532,26750,128234
533,26750,128317
534,26767,128200
535,26767,128317
536,26784,128217
537,26784,128317
538,26800,128234
539,26800,128317
540,26817,128317
541,26834,128250
542,26834,128284
543,26850,128267
544,26917,127934
545,26917,127950
546,26934,127934
547,26934,127950
548,26950,127934
549,26984,127934
550,27017,127950
551,27017,127967
552,27017,128434
553,27017,128450
554,27034,127950
555,27034,127967
556,27034,128417
557,27034,128434
558,27034,128450
559,27050,127984
560,27050,128417
561,27050,128434
562,27067,128000
563,27067,142184
564,27067,142200
565,27084,142184
566,27116,142206
567,27334,128567
568,27334,128584
569,27367,128534
570,27367,128617
571,27367,128634
572,27384,128550
573,27384,128650
574,27400,128584
575,27417,128667
576,27417,128684
577,27667,128967
578,27684,128917
579,27684,129000
580,27717,128884
581,27717,128950
582,27717,128967
583,27717,129017
584,27734,128900
585,27734,128934
586,27767,129034
587,27784,128900
588,27800,128884
589,27800,128984
590,27817,128884
591,27817,128900
592,27817,128950
593,27850,128884
594,27867,128950
595,27884,128884
596,27884,128917
597,28017,129234
598,28050,129167
599,28050,129217
600,28084,129334
601,28100,129250
602,28100,129317
603,28100,129350
604,28117,129217
605,28134,129217
606,28134,129317
607,28134,129367
608,28150,129317
609,28167,129334
610,28167,129367
611,28184,129184
612,28184,129200
613,28184,129300
614,28184,129400
615,28217,129217
616,28217,129300
617,28217,129450
618,28234,129184
619,28234,129250
620,28250,129184
621,28250,129250
622,28267,129317
623,28267,129400
624,28284,129250
625,28284,129300
626,28284,129450
627,28284,129917
628,28284,129950
629,28300,129234
630,28300,129434
631,28317,129284
632,28317,129534
633,28317,129934
634,28317,129950
635,28334,129317
636,28334,129484
637,28334,129967
638,28334,130000
639,28350,129367
640,28350,129400
641,28350,130017
642,28367,129400
643,28367,129484
644,28367,130000
645,28384,129584
646,28400,129467
647,28400,129534
648,28400,129584
649,28400,129650
650,28417,129600
651,28417,129634
652,28417,129700
653,28450,129567
654,28450,129600
655,28450,129684
656,28450,129717
657,28467,129617
658,28467,129700
659,28500,129667
660,28500,129684
661,28517,129684
662,29867,129867
663,30217,130559
664,30234,130484
665,30234,130534
666,30234,130584
667,30250,130617
668,30267,130417
669,30300,130667
670,30317,130650
671,30334,130384
672,30334,130667
673,30350,130867
674,30367,130317
675,30367,130884
676,30367,130950
677,30384,130650
678,30384,130934
679,30400,130417
680,30400,130617
681,30417,130567
682,30417,130600
683,30417,130867
684,30417,130900
685,30434,130467
686,30434,130950
687,30450,130184
688,30450,130200
689,30450,130250
690,30450,130500
691,30450,130867
692,30467,130934
693,30467,130967
694,30484,130167
695,30484,130900
696,30484,130950
697,30500,130934
698,30517,130934
699,30534,130934
700,30534,130967
701,30550,130967
702,30550,131000
703,30567,140367
704,30584,130950
705,30584,130984
706,30584,131034
707,30600,130950
708,30600,130984
709,30600,131050
710,30634,130950
711,30634,130984
712,30634,131050
713,30650,130984
714,30650,131050
715,30667,130950
716,30667,131017
717,30684,130967
718,30684,130984
719,30684,131017
720,30684,131050
721,30684,131067
722,30700,130984
723,30717,131017
724,30717,131034
725,30717,131067
726,30734,130834
727,30734,130867
728,30734,131000
729,30734,131017
730,30750,131000
731,30750,131067
732,30767,131067
733,30800,131034
734,30817,129900
735,30817,131050
736,30817,131067
737,31017,130684
738,31067,130734
739,31084,130684
740,31100,130834
741,31117,130917
742,31134,130750
743,31167,130600
744,31167,130767
745,31167,130967
746,31200,130517
747,31200,130650
748,31217,130767
749,31217,131017
750,31234,130650
751,31234,131000
752,31250,130384
753,31250,130450
754,31250,130650
755,31250,130784
756,31267,130234
757,31267,130317
758,31267,130467
759,31267,130617
760,31267,130650
761,31267,130950
762,31267,131084
763,31267,131109
764,31273,131117
765,31281,131125
766,31284,130234
767,31284,130350
768,31284,130434
769,31284,130450
770,31284,130600
771,31284,130800
772,31284,131048
773,31284,131067
774,31292,131075
775,31300,130234
776,31300,130484
777,31305,131091
778,31312,131100
779,31317,130417
780,31317,130567
781,31317,130800
782,31317,130900
783,31331,131100
784,31334,130267
785,31334,130334
786,31334,130934
787,31334,131091
788,31337,131064
789,31337,131075
790,31344,131042
791,31350,130200
792,31350,130284
793,31350,130550
794,31350,130800
795,31350,131017
796,31350,131023
797,31367,130234
798,31367,130367
799,31367,130450
800,31367,130550
801,31377,131013
802,31384,130400
803,31384,130767
804,31384,130850
805,31384,130967
806,31387,131296
807,31387,131305
808,31392,131309
809,31396,131334
810,31398,131244
811,31406,131009
812,31406,131017
813,31406,131348
814,31409,131025
815,31414,131248
816,31417,130134
817,31417,130184
818,31417,130200
819,31417,130267
820,31417,130300
821,31417,130317
822,31417,130434
823,31417,130517
824,31417,131017
825,31417,131267
826,31423,131248
827,31424,131037
828,31425,131031
829,31431,131025
830,31431,131246
831,31435,131041
832,31442,131050
833,31445,131224
834,31446,131223
835,31448,131063
836,31450,130350
837,31450,130734
838,31450,131217
839,31450,131350
840,31455,131180
841,31455,131187
842,31455,131241
843,31456,131205
844,31457,131220
845,31464,131234
846,31467,131084
847,31467,131109
848,31467,131138
849,31467,131217
850,31467,131225
851,31469,131234
852,31469,131245
853,31481,131080
854,31481,131244
855,31484,130517
856,31484,130700
857,31500,130450
858,31500,131250
859,31500,131267
860,31500,131350
861,31517,130350
862,31517,130367
863,31517,130517
864,31517,130900
865,31517,131367
866,31534,130334
867,31534,130450
868,31534,131050
869,31534,131317
870,31534,131350
871,31534,131384
872,31550,130667
873,31550,130717
874,31550,130867
875,31550,131034
876,31550,131134
877,31550,131384
878,31567,130350
879,31567,130367
880,31567,130484
881,31567,130550
882,31567,130984
883,31567,131050
884,31567,131334
885,31567,131400
886,31584,130350
887,31584,130417
888,31584,130550
889,31584,130567
890,31584,130784
891,31584,130850
892,31600,130550
893,31600,130600
894,31600,130784
895,31600,130984
896,31600,131317
897,31600,131367
898,31617,130334
899,31617,130400
900,31617,130667
901,31617,130800
902,31617,131050
903,31634,129700
904,31634,130550
905,31634,130900
906,31634,130967
907,31634,131250
908,31634,131450
909,31650,129684
910,31650,129734
911,31650,130317
912,31650,130350
913,31650,131017
914,31650,131050
915,31650,131150
916,31667,130384
917,31667,130467
918,31667,130934
919,31667,131367
920,31675,129717
921,31684,129700
922,31684,130300
923,31684,131450
924,31700,129734
925,31700,130450
926,31700,130567
927,31700,130800
928,31717,129734
929,31717,129767
930,31717,130267
931,31717,130734
932,31717,131034
933,31717,131317
934,31734,130234
935,31734,130467
936,31734,130667
937,31734,130767
938,31734,130984
939,31734,131067
940,31734,131100
941,31734,131134
942,31734,131450
943,31750,130217
944,31750,130550
945,31750,130567
946,31750,131467
947,31767,130400
948,31767,130484
949,31767,131017
950,31784,129800
951,31784,130184
952,31784,130417
953,31784,130717
954,31784,131467
955,31800,129850
956,31800,130350
957,31800,130434
958,31800,130450
959,31800,130500
960,31800,131034
961,31800,131100
962,31800,131134
963,31800,131167
964,31800,131367
965,31817,130267
966,31817,130300
967,31817,130567
968,31817,131434
969,31834,129867
970,31834,129917
971,31834,130200
972,31834,130434
973,31834,130684
974,31834,131300
975,31834,131384
976,31850,129867
977,31850,130217
978,31850,130284
979,31850,130900
980,31850,131134
981,31850,131367
982,31867,129834
983,31867,130234
984,31867,130300
985,31867,130317
986,31867,130334
987,31867,130434
988,31867,130484
989,31867,130734
990,31867,131067
991,31884,130234
992,31884,130267
993,31884,130317
994,31884,131100
995,31900,130450
996,31900,130634
997,31900,130700
998,31900,131184
999,31900,131434
1000,31917,130234
1001,31917,130317
1002,31917,130484
1003,31917,130550
1004,31917,131000
1005,31917,131017
1006,31917,131084
1007,31917,131417
1008,31917,131434
1009,31934,130284
1010,31934,130384
1011,31934,130467
1012,31934,131267
1013,31934,131350
1014,31950,130217
1015,31950,130400
1016,31950,130450
1017,31950,130484
1018,31950,130717
1019,31950,131100
1020,31950,131300
1021,31967,130584
1022,31967,131017
1023,31967,131067
1024,31967,131167
1025,31967,131384
1026,31967,131434
1027,31967,131450
1028,31984,130200
1029,31984,130234
1030,31984,130350
1031,31984,130667
1032,31984,130984
1033,31984,131267
1034,31984,131334
1035,31984,131367
1036,31984,131450
1037,32000,130834
1038,32000,130984
1039,32000,131350
1040,32000,131467
1041,32017,130200
1042,32017,130600
1043,32017,130650
1044,32017,130734
1045,32017,131284
1046,32017,131300
1047,32017,131400
1048,32034,131317
1049,32034,131434
1050,32034,131467
1051,32050,130300
1052,32050,130517
1053,32050,130767
1054,32050,130817
1055,32067,130250
1056,32067,130617
1057,32067,131084
1058,32067,131384
1059,32067,131500
1060,32084,130184
1061,32084,130200
1062,32084,130367
1063,32084,131050
1064,32084,131317
1065,32100,130584
1066,32100,131400
1067,32117,130134
1068,32117,130250
1069,32117,130350
1070,32117,131350
1071,32117,131534
1072,32134,131100
1073,32134,131500
1074,32150,130217
1075,32150,130450
1076,32150,130800
1077,32167,130567
1078,32167,130600
1079,32167,131434
1080,32167,131484
1081,32183,130109
1082,32184,130367
1083,32184,131067
1084,32184,131200
1085,32184,131534
1086,32196,130027
1087,32200,130184
1088,32200,130384
1089,32200,131234
1090,32200,131284
1091,32217,130034
1092,32217,130167
1093,32217,130400
1094,32217,130750
1095,32217,130867
1096,32217,131284
1097,32217,131417
1098,32234,130017
1099,32234,130450
1100,32234,130700
1101,32234,130884
1102,32234,131150
1103,32234,131567
1104,32250,130967
1105,32250,131050
1106,32250,131150
1107,32250,131484
1108,32250,131567
1109,32267,130450
1110,32267,130850
1111,32267,130934
1112,32267,131250
1113,32284,130850
1114,32284,130984
1115,32284,131117
1116,32300,130134
1117,32300,130500
1118,32300,131234
1119,32300,131350
1120,32317,130034
1121,32317,130167
1122,32317,131050
1123,32334,130850
1124,32334,131400
1125,32334,131600
1126,32350,130517
1127,32350,131267
1128,32350,131434
1129,32350,131634
1130,32367,130184
1131,32367,131017
1132,32367,131150
1133,32372,130001
1134,32384,130184
1135,32384,130384
1136,32384,130417
1137,32384,131334
1138,32384,131534
1139,32400,130834
1140,32417,130017
1141,32417,130200
1142,32417,130350
1143,32417,130400
1144,32417,130850
1145,32417,131100
1146,32417,131634
1147,32434,130300
1148,32434,130400
1149,32434,130567
1150,32434,130650
1151,32434,130734
1152,32434,131050
1153,32434,131667
1154,32450,130200
1155,32450,130767
1156,32467,130267
1157,32467,130367
1158,32467,130434
1159,32467,131150
1160,32467,131200
1161,32467,131384
1162,32467,131650
1163,32484,130150
1164,32484,131250
1165,32484,131350
1166,32484,131384
1167,32484,131484
1168,32484,131584
1169,32500,130184
1170,32500,130434
1171,32500,130600
1172,32500,130617
1173,32500,131684
1174,32500,131700
1175,32516,130040
1176,32517,130334
1177,32517,130367
1178,32517,131334
1179,32517,131517
1180,32517,131667
1181,32534,130134
1182,32534,130184
1183,32550,130434
1184,32550,130684
1185,32550,131684
1186,32567,129784
1187,32567,130467
1188,32567,130484
1189,32567,130667
1190,32567,130900
1191,32567,131284
1192,32584,128750
1193,32584,129750
1194,32584,130434
1195,32584,130717
1196,32584,131250
1197,32584,131334
1198,32584,131667
1199,32600,128742
1200,32600,130184
1201,32600,130484
1202,32602,128657
1203,32612,128767
1204,32617,128684
1205,32617,130167
1206,32617,130200
1207,32617,130450
1208,32617,130534
1209,32617,130867
1210,32617,131434
1211,32617,131450
1212,32617,131700
1213,32630,128675
1214,32634,128700
1215,32634,128767
1216,32634,129834
1217,32634,130250
1218,32634,130600
1219,32634,130800
1220,32634,130817
1221,32634,130917
1222,32634,130934
1223,32634,130984
1224,32634,131634
1225,32650,128792
1226,32650,128817
1227,32650,128884
1228,32650,129750
1229,32650,130200
1230,32650,130284
1231,32650,130667
1232,32650,130750
1233,32650,130784
1234,32650,130817
1235,32650,131400
1236,32650,131534
1237,32650,131817
1238,32664,128677
1239,32667,128734
1240,32667,129834
1241,32667,129900
1242,32667,130300
1243,32667,130550
1244,32667,131717
1245,32675,128680
1246,32675,128667
1247,32675,128875
1248,32684,128850
1249,32684,129800
1250,32684,129817
1251,32684,129834
1252,32684,130167
1253,32684,130350
1254,32684,130667
1255,32684,130867
1256,32684,130984
1257,32684,131117
1258,32684,131150
1259,32684,131200
1260,32684,131334
1261,32684,131700
1262,32684,131784
1263,32692,128848
1264,32700,129850
1265,32700,129917
1266,32700,130600
1267,32700,130734
1268,32700,131300
1269,32700,131400
1270,32700,131817
1271,32700,131850
1272,32717,128600
1273,32717,128650
1274,32717,129850
1275,32717,129867
1276,32717,129884
1277,32717,130800
1278,32717,131284
1279,32717,132550
1280,32717,133017
1281,32726,130214
1282,32734,128734
1283,32734,128767
1284,32734,128817
1285,32734,129817
1286,32734,129850
1287,32734,129867
1288,32734,129884
1289,32734,130367
1290,32734,130684
1291,32734,130767
1292,32734,130950
1293,32734,131567
1294,32734,131867
1295,32734,132550
1296,32734,132984
1297,32742,128659
1298,32742,128700
1299,32750,128650
1300,32750,128675
1301,32750,128684
1302,32750,128767
1303,32750,128825
1304,32750,129000
1305,32750,129867
1306,32750,129950
1307,32750,130767
1308,32750,130917
1309,32750,131184
1310,32750,131634
1311,32750,132784
1312,32750,132817
1313,32750,132967
1314,32759,129000
1315,32759,129870
1316,32767,128650
1317,32767,129867
1318,32767,129950
1319,32767,130034
1320,32767,131367
1321,32767,131384
1322,32767,131700
1323,32767,131800
1324,32767,132634
1325,32767,132750
1326,32767,132767
1327,32767,132950
1328,32767,133017
1329,32783,130197
1330,32784,128667
1331,32784,128834
1332,32784,129784
1333,32784,130367
1334,32784,130617
1335,32784,130650
1336,32784,130767
1337,32784,130817
1338,32784,131450
1339,32784,131867
1340,32784,132700
1341,32784,132850
1342,32784,132917
1343,32784,132984
1344,32792,128867
1345,32800,129850
1346,32800,130084
1347,32800,130100
1348,32800,130700
1349,32800,130717
1350,32800,131217
1351,32800,131884
1352,32800,131900
1353,32800,131934
1354,32800,132650
1355,32800,132967
1356,32817,128884
1357,32817,128934
1358,32817,129050
1359,32817,129750
1360,32817,129884
1361,32817,130050
1362,32817,130150
1363,32817,130350
1364,32817,130600
1365,32817,130734
1366,32817,130900
1367,32817,131117
1368,32817,131184
1369,32817,131267
1370,32817,131384
1371,32817,131550
1372,32817,131950
1373,32817,132700
1374,32817,132784
1375,32817,132950
1376,32834,128850
1377,32834,128934
1378,32834,128950
1379,32834,129717
1380,32834,129784
1381,32834,129850
1382,32834,129984
1383,32834,130717
1384,32834,130750
1385,32834,130784
1386,32834,131667
1387,32834,132684
1388,32834,132717
1389,32839,129064
1390,32842,128900
1391,32847,130050
1392,32850,128917
1393,32850,128934
1394,32850,128967
1395,32850,129084
1396,32850,129717
1397,32850,129834
1398,32850,130334
1399,32850,130584
1400,32850,130600
1401,32850,130784
1402,32850,130917
1403,32850,131017
1404,32850,131134
1405,32850,131150
1406,32850,131634
1407,32850,131700
1408,32850,131884
1409,32850,131950
1410,32867,128892
1411,32867,128950
1412,32867,128984
1413,32867,129017
1414,32867,129050
1415,32867,129092
1416,32867,129900
1417,32867,130267
1418,32867,130317
1419,32867,130584
1420,32867,130867
1421,32867,131134
1422,32867,132950
1423,32880,129086
1424,32884,128950
1425,32884,128984
1426,32884,129017
1427,32884,129084
1428,32884,129684
1429,32884,129784
1430,32884,130100
1431,32884,130967
1432,32884,131000
1433,32884,131317
1434,32884,131534
1435,32884,131984
1436,32884,132734
1437,32884,132784
1438,32892,129017
1439,32900,128950
1440,32900,128967
1441,32900,129050
1442,32900,130167
1443,32900,130550
1444,32900,130684
1445,32900,130800
1446,32900,131450
1447,32900,131867
1448,32900,131884
1449,32900,131934
1450,32900,132000
1451,32900,132867
1452,32917,129059
1453,32917,129084
1454,32917,129667
1455,32917,129917
1456,32917,130567
1457,32917,130617
1458,32917,130784
1459,32917,130850
1460,32917,131700
1461,32917,131817
1462,32917,131984
1463,32917,132500
1464,32917,132617
1465,32917,132667
1466,32917,132700
1467,32917,132834
1468,32917,132867
1469,32925,129957
1470,32934,129000
1471,32934,129034
1472,32934,129617
1473,32934,129634
1474,32934,129684
1475,32934,129800
1476,32934,130034
1477,32934,130450
1478,32934,130984
1479,32934,131084
1480,32934,131134
1481,32934,132034
1482,32934,132734
1483,32934,132967
1484,32950,129000
1485,32950,129017
1486,32950,129050
1487,32950,129117
1488,32950,129150
1489,32950,129784
1490,32950,131117
1491,32950,131200
1492,32950,131284
1493,32950,131317
1494,32950,131384
1495,32950,131800
1496,32950,131900
1497,32950,131950
1498,32950,132000
1499,32950,132067
1500,32950,132500
1501,32950,132550
1502,32950,132584
1503,32950,132650
1504,32950,132800
1505,32950,132967
1506,32950,132984
1507,32953,129103
1508,32967,129017
1509,32967,129800
1510,32967,129934
1511,32967,130200
1512,32967,130500
1513,32967,130600
1514,32967,131034
1515,32967,131084
1516,32967,131400
1517,32967,131517
1518,32967,131584
1519,32967,131917
1520,32967,132484
1521,32967,132567
1522,32967,132834
1523,32975,129100
1524,32984,129067
1525,32984,129084
1526,32984,129100
1527,32984,129117
1528,32984,129134
1529,32984,129184
1530,32984,129650
1531,32984,129734
1532,32984,130600
1533,32984,130734
1534,32984,130800
1535,32984,130817
1536,32984,131517
1537,32984,131750
1538,32984,131850
1539,32984,131900
1540,32984,132767
1541,32984,132934
1542,33000,129100
1543,33000,129167
1544,33000,129184
1545,33000,129242
1546,33000,129550
1547,33000,130434
1548,33000,131434
1549,33000,131717
1550,33000,132484
1551,33017,129067
1552,33017,129567
1553,33017,129734
1554,33017,130684
1555,33017,130750
1556,33017,130900
1557,33017,131167
1558,33017,131300
1559,33017,131617
1560,33017,132500
1561,33017,133000
1562,33034,129667
1563,33034,129917
1564,33034,130050
1565,33034,130184
1566,33034,130450
1567,33034,130467
1568,33034,130750
1569,33034,131500
1570,33034,131917
1571,33034,132400
1572,33034,132884
1573,33034,132934
1574,33034,133050
1575,33034,133084
1576,33050,129100
1577,33050,129634
1578,33050,129767
1579,33050,129850
1580,33050,130484
1581,33050,130534
1582,33054,129085
1583,33067,129100
1584,33067,129750
1585,33067,129867
1586,33067,130434
1587,33067,130567
1588,33067,130767
1589,33067,131350
1590,33067,131434
1591,33067,131634
1592,33067,132484
1593,33067,139817
1594,33074,131862
1595,33084,129117
1596,33084,129667
1597,33084,129700
1598,33084,130117
1599,33084,130467
1600,33084,132800
1601,33084,133100
1602,33084,139850
1603,33100,129734
1604,33100,129750
1605,33100,129984
1606,33100,130684
1607,33100,131867
1608,33100,131884
1609,33100,132000
1610,33100,132950
1611,33100,139767
1612,33100,139784
1613,33110,130096
1614,33114,131791
1615,33117,129700
1616,33117,130434
1617,33117,130517
1618,33117,130967
1619,33117,131067
1620,33117,131834
1621,33117,132517
1622,33117,132550
1623,33117,139817
1624,33134,129534
1625,33134,129700
1626,33134,129750
1627,33134,129784
1628,33134,129900
1629,33134,130067
1630,33134,130617
1631,33134,130884
1632,33134,131350
1633,33134,131817
1634,33134,132500
1635,33134,139684
1636,33134,139817
1637,33148,129114
1638,33150,129700
1639,33150,129734
1640,33150,129750
1641,33150,130400
1642,33150,130467
1643,33150,130834
1644,33150,131534
1645,33150,131650
1646,33150,132784
1647,33150,132834
1648,33150,133134
1649,33150,133217
1650,33166,129727
1651,33167,129717
1652,33167,130400
1653,33167,130484
1654,33167,131217
1655,33167,131834
1656,33167,132484
1657,33184,129050
1658,33184,129067
1659,33184,129900
1660,33184,130134
1661,33184,130717
1662,33184,131450
1663,33184,131867
1664,33184,132400
1665,33184,132784
